OBS,DX_CD,DX_DSC
3005,G030,Nonpyogenic meningitis
3006,G031,Chronic meningitis
3007,G032,Benign recurrent meningitis [Mollaret]
3008,G038,Meningitis due to other specified causes
3009,G039,"Meningitis, unspecified"
3010,G0400,"Acute disseminated encephalitis and encephalomyelitis, unspecified"
3011,G0401,Postinfectious acute disseminated encephalitis and encephalomyelitis (postinfectious ADEM)
3012,G0402,"Postimmunization acute disseminated encephalitis, myelitis and encephalomyelitis"
3013,G041,Tropical spastic paraplegia
3014,G042,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
3015,G0430,"Acute necrotizing hemorrhagic encephalopathy, unspecified"
3016,G0431,Postinfectious acute necrotizing hemorrhagic encephalopathy
3017,G0432,Postimmunization acute necrotizing hemorrhagic encephalopathy
3018,G0439,Other acute necrotizing hemorrhagic encephalopathy
3019,G0481,Other encephalitis and encephalomyelitis
3020,G0482,Acute flaccid myelitis
3021,G0489,Other myelitis
3022,G0490,"Encephalitis and encephalomyelitis, unspecified"
3023,G0491,"Myelitis, unspecified"
3024,G053,Encephalitis and encephalomyelitis in diseases classified elsewhere
3025,G054,Myelitis in diseases classified elsewhere
3026,G060,Intracranial abscess and granuloma
3027,G061,Intraspinal abscess and granuloma
3028,G062,"Extradural and subdural abscess, unspecified"
3029,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
3030,G08,Intracranial and intraspinal phlebitis and thrombophlebitis
3031,G10,Huntington's disease
3032,G110,Congenital nonprogressive ataxia
3033,G1110,"Early-onset cerebellar ataxia, unspecified"
3034,G1111,Friedreich ataxia
3035,G1119,Other early-onset cerebellar ataxia
3036,G112,Late-onset cerebellar ataxia
3037,G113,Cerebellar ataxia with defective DNA repair
3038,G114,Hereditary spastic paraplegia
3039,G115,Hypomyelination - hypogonadotropic hypogonadism - hypodontia
3040,G116,Leukodystrophy with vanishing white matter disease
3041,G118,Other hereditary ataxias
3042,G119,"Hereditary ataxia, unspecified"
3043,G120,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]"
3044,G121,Other inherited spinal muscular atrophy
3045,G1220,"Motor neuron disease, unspecified"
3046,G1221,Amyotrophic lateral sclerosis
3047,G1222,Progressive bulbar palsy
3048,G1223,Primary lateral sclerosis
3049,G1224,Familial motor neuron disease
3050,G1225,Progressive spinal muscle atrophy
3051,G1229,Other motor neuron disease
3052,G128,Other spinal muscular atrophies and related syndromes
3053,G129,"Spinal muscular atrophy, unspecified"
3054,G130,Paraneoplastic neuromyopathy and neuropathy
3055,G131,Other systemic atrophy primarily affecting central nervous system in neoplastic disease
3056,G20A1,"Parkinson's disease without dyskinesia, without mention of fluctuations"
3057,G20A2,"Parkinson's disease without dyskinesia, with fluctuations"
3058,G20B1,"Parkinson's disease with dyskinesia, without mention of fluctuations"
3059,G20B2,"Parkinson's disease with dyskinesia, with fluctuations"
3060,G20C,"Parkinsonism, unspecified"
3061,G2111,Neuroleptic induced parkinsonism
3062,G2119,Other drug induced secondary parkinsonism
3063,G212,Secondary parkinsonism due to other external agents
3064,G213,Postencephalitic parkinsonism
3065,G214,Vascular parkinsonism
3066,G218,Other secondary parkinsonism
3067,G219,"Secondary parkinsonism, unspecified"
3068,G230,Hallervorden-Spatz disease
3069,G231,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]
3070,G232,Striatonigral degeneration
3071,G233,Hypomyelination with atrophy of the basal ganglia and cerebellum
3072,G238,Other specified degenerative diseases of basal ganglia
3073,G239,"Degenerative disease of basal ganglia, unspecified"
3074,G3180,"Leukodystrophy, unspecified"
3075,G3181,Alpers disease
3076,G3182,Leigh's disease
3077,G3186,Alexander disease
3078,G320,Subacute combined degeneration of spinal cord in diseases classified elsewhere
3079,G3281,Cerebellar ataxia in diseases classified elsewhere
3080,G35,Multiple sclerosis
3081,G35A,Relapsing-remitting multiple sclerosis
3082,G35B0,"Primary progressive multiple sclerosis, unspecified"
3083,G35B1,Active primary progressive multiple sclerosis
3084,G35B2,Non-active primary progressive multiple sclerosis
3085,G35C0,"Secondary progressive multiple sclerosis, unspecified"
3086,G35C1,Active secondary progressive multiple sclerosis
3087,G35C2,Non-active secondary progressive multiple sclerosis
3088,G35D,"Multiple sclerosis, unspecified"
3089,G360,Neuromyelitis optica [Devic]
3090,G370,Diffuse sclerosis of central nervous system
3091,G373,Acute transverse myelitis in demyelinating disease of central nervous system
3092,G374,Subacute necrotizing myelitis of central nervous system
3093,G375,Concentric sclerosis [Balo] of central nervous system
3094,G40001,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, with status epilepticus"
3095,G40009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus"
3096,G40011,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, with status epilepticus"
3097,G40019,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus"
3098,G40101,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus"
3099,G40109,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus"
3100,G40111,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, with status epilepticus"
3101,G40119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus"
3102,G40201,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus"
3103,G40209,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus"
3104,G40211,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus"
3105,G40219,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus"
3106,G40301,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus"
3107,G40309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus"
3108,G40311,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus"
3109,G40319,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus"
3110,G40401,"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus"
3111,G40409,"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus"
3112,G40411,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus"
3113,G40419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus"
3114,G4042,Cyclin-Dependent Kinase-Like 5 Deficiency Disorder
3115,G40501,"Epileptic seizures related to external causes, not intractable, with status epilepticus"
3116,G40509,"Epileptic seizures related to external causes, not intractable, without status epilepticus"
3117,G40801,"Other epilepsy, not intractable, with status epilepticus"
3118,G40802,"Other epilepsy, not intractable, without status epilepticus"
3119,G40803,"Other epilepsy, intractable, with status epilepticus"
3120,G40804,"Other epilepsy, intractable, without status epilepticus"
3121,G40811,"Lennox-Gastaut syndrome, not intractable, with status epilepticus"
3122,G40812,"Lennox-Gastaut syndrome, not intractable, without status epilepticus"
3123,G40813,"Lennox-Gastaut syndrome, intractable, with status epilepticus"
3124,G40814,"Lennox-Gastaut syndrome, intractable, without status epilepticus"
3125,G40821,"Epileptic spasms, not intractable, with status epilepticus"
3126,G40822,"Epileptic spasms, not intractable, without status epilepticus"
3127,G40823,"Epileptic spasms, intractable, with status epilepticus"
3128,G40824,"Epileptic spasms, intractable, without status epilepticus"
3129,G40833,"Dravet syndrome, intractable, with status epilepticus"
3130,G40834,"Dravet syndrome, intractable, without status epilepticus"
3131,G40841,"KCNQ2-related epilepsy, not intractable, with status epilepticus"
3132,G40842,"KCNQ2-related epilepsy, not intractable, without status epilepticus"
3133,G40843,"KCNQ2-related epilepsy, intractable, with status epilepticus"
3134,G40844,"KCNQ2-related epilepsy, intractable, without status epilepticus"
3135,G4089,Other seizures
3136,G40901,"Epilepsy, unspecified, not intractable, with status epilepticus"
3137,G40909,"Epilepsy, unspecified, not intractable, without status epilepticus"
3138,G40911,"Epilepsy, unspecified, intractable, with status epilepticus"
3139,G40919,"Epilepsy, unspecified, intractable, without status epilepticus"
3140,G40A01,"Absence epileptic syndrome, not intractable, with status epilepticus"
3141,G40A09,"Absence epileptic syndrome, not intractable, without status epilepticus"
3142,G40A11,"Absence epileptic syndrome, intractable, with status epilepticus"
3143,G40A19,"Absence epileptic syndrome, intractable, without status epilepticus"
3144,G40B01,"Juvenile myoclonic epilepsy, not intractable, with status epilepticus"
3145,G40B09,"Juvenile myoclonic epilepsy, not intractable, without status epilepticus"
3146,G40B11,"Juvenile myoclonic epilepsy, intractable, with status epilepticus"
3147,G40B19,"Juvenile myoclonic epilepsy, intractable, without status epilepticus"
3148,G40C01,"Lafora progressive myoclonus epilepsy, not intractable, with status epilepticus"
3149,G40C09,"Lafora progressive myoclonus epilepsy, not intractable, without status epilepticus"
3150,G40C11,"Lafora progressive myoclonus epilepsy, intractable, with status epilepticus"
3151,G40C19,"Lafora progressive myoclonus epilepsy, intractable, without status epilepticus"
3152,G47411,Narcolepsy with cataplexy
3153,G47419,Narcolepsy without cataplexy
3154,G47421,Narcolepsy in conditions classified elsewhere with cataplexy
3155,G47429,Narcolepsy in conditions classified elsewhere without cataplexy
3156,G546,Phantom limb syndrome with pain
3157,G547,Phantom limb syndrome without pain
3158,G610,Guillain-Barre syndrome
3159,G611,Serum neuropathy
3160,G6181,Chronic inflammatory demyelinating polyneuritis
3161,G6182,Multifocal motor neuropathy
3162,G6189,Other inflammatory polyneuropathies
3163,G619,"Inflammatory polyneuropathy, unspecified"
3164,G620,Drug-induced polyneuropathy
3165,G621,Alcoholic polyneuropathy
3166,G622,Polyneuropathy due to other toxic agents
3167,G6281,Critical illness polyneuropathy
3168,G6282,Radiation-induced polyneuropathy
3169,G63,Polyneuropathy in diseases classified elsewhere
3170,G650,Sequelae of Guillain-Barre syndrome
3171,G651,Sequelae of other inflammatory polyneuropathy
3172,G652,Sequelae of toxic polyneuropathy
3173,G7000,Myasthenia gravis without (acute) exacerbation
3174,G7001,Myasthenia gravis with (acute) exacerbation
3175,G701,Toxic myoneural disorders
3176,G702,Congenital and developmental myasthenia
3177,G7080,"Lambert-Eaton syndrome, unspecified"
3178,G7081,Lambert-Eaton syndrome in disease classified elsewhere
3179,G7089,Other specified myoneural disorders
3180,G709,"Myoneural disorder, unspecified"
3181,G7100,"Muscular dystrophy, unspecified"
3182,G7101,Duchenne or Becker muscular dystrophy
3183,G7102,Facioscapulohumeral muscular dystrophy
3184,G71031,Autosomal dominant limb girdle muscular dystrophy
3185,G71032,Autosomal recessive limb girdle muscular dystrophy due to calpain-3 dysfunction
3186,G71033,Limb girdle muscular dystrophy due to dysferlin dysfunction
